user_name,score,review_text,review_date,app_version,thumbs_up,churned,app,clean_review,tokens,sentiment,churn_reason
Thanh Le,2,"chs ổn ,nhưng game hãy cho xác thực 16t khi vào game chứ mấy cháu nhỏ cứ vô chơi ,vô afk ,tranh lane ,kbt chơi ,... bao nhiêu công sức cày đổ sông đổ biển ,rất là mất thời gian và thất vọng ,nhiều lúc muốn xoá game lắm ấy ,mong game đọc và khắc phục",2025-07-10 05:31:50,1.59.1.5,0,1,Lien Quan Mobile,chs ổn nhưng game hãy cho xác thực t khi vào game chứ mấy cháu nhỏ cứ vô chơi vô afk tranh lane kbt chơi bao nhiêu công sức cày đổ sông đổ biển rất là mất thời gian và thất vọng nhiều lúc muốn xoá game lắm ấy mong game đọc và khắc phục,chs ổn nhưng game hãy cho xác thực_t khi vào game chứ mấy cháu nhỏ cứ vô_chơi vô_afk tranh_lane kbt chơi bao_nhiêu công_sức cày đổ sông đổ biển rất là mất thời_gian và thất_vọng nhiều lúc muốn xóa game lắm ấy mong_game đọc và khắc_phục,Negative,toxic
Thinh Truong,4,Tính điểm ngộ ghê 🗿,2025-07-10 05:29:45,1.59.1.5,0,0,Lien Quan Mobile,tính điểm ngộ ghê 🗿,tính điểm ngộ_ghê 🗿,Positive,none
Tuấn Lâm Đào,1,game rác update lag ko chs đc giật quá,2025-07-10 05:28:50,1.59.1.5,0,1,Lien Quan Mobile,game rác update lag ko chs đc giật quá,game rác update lag ko chs đc giật quá,Negative,"lag, performance, trash, update"
Nguyên Y,1,"cập nhật hoài, chán lắm luôn..đề nghị đừng cập nhật gói tài nguyên nữa...",2025-07-10 05:28:21,1.59.1.5,0,1,Lien Quan Mobile,cập nhật hoài chán lắm luônđề nghị đừng cập nhật gói tài nguyên nữa,cập_nhật hoài chán lắm luônđề_nghị đừng cập_nhật_gói tài_nguyên nữa,Negative,update
Ngai Buibangai,5,rất quốn,2025-07-10 05:28:12,1.59.1.5,0,0,Lien Quan Mobile,rất quốn,rất quốn,Positive,none
Lam Phạm,4,Đề nghị game sửa cái map solo 1v1 Solo đeo j mà phá trụ đầu end game thế sao ko để 1 trụ mẹ đi để 2 trụ làm j,2025-07-10 05:26:20,1.59.1.5,0,0,Lien Quan Mobile,đề nghị game sửa cái map solo v solo đeo j mà phá trụ đầu end game thế sao ko để trụ mẹ đi để trụ làm j,đề_nghị game sửa cái map solo v solo đeo j mà phá trụ đầu end game thế sao ko để trụ mẹ đi để trụ làm j,Positive,none
Cuong Nguyen,1,game mỗi lần cập nhật lag lòi ko chơi được đề nghị liên quân bỏ bớt dung lượng để cho máy yếu còn chơi dc . chán làm ăn kiểu này thì xoá game dùm,2025-07-10 05:24:42,1.59.1.5,0,1,Lien Quan Mobile,game mỗi lần cập nhật lag lòi ko chơi được đề nghị liên quân bỏ bớt dung lượng để cho máy yếu còn chơi dc chán làm ăn kiểu này thì xoá game dùm,game mỗi lần cập_nhật lag lòi ko chơi được đề_nghị liên_quân bỏ bớt dung_lượng để cho máy_yếu còn chơi dc_chán làm_ăn kiểu này thì xóa game dùm,Negative,"lag, performance, update"
Huy Gia,5,sau khi cập nhật phiên bản mới của liên quân thì mình thấy rất là hay và không có bị giật lag như trước nữa.giành tướng hoặc giành đương cũng đã không còn như trước nữa. người chơi được chọn đường và chọn tướng phù hợp hơn. nhưng về cái Tải tài nguyên thì mong Garena cho ít thôi tại vì nếu cho nhiều quá thì người chơi cần phải một thời gian dài để tải hết rất mất thời gian.,2025-07-10 05:24:11,1.59.1.5,0,0,Lien Quan Mobile,sau khi cập nhật phiên bản mới của liên quân thì mình thấy rất là hay và không có bị giật lag như trước nữagiành tướng hoặc giành đương cũng đã không còn như trước nữa người chơi được chọn đường và chọn tướng phù hợp hơn nhưng về cái tải tài nguyên thì mong garena cho ít thôi tại vì nếu cho nhiều quá thì người chơi cần phải một thời gian dài để tải hết rất mất thời gian,sau khi cập_nhật phiên_bản mới của liên_quân thì mình thấy rất là hay và không có bị giật_lag như trước nữagiành_tướng hoặc giành đương cũng đã không còn như trước nữa người chơi được chọn đường và chọn_tướng phù_hợp hơn nhưng về cái tải tài_nguyên thì mong garena cho ít thôi tại vì nếu cho nhiều quá thì người chơi cần phải một thời_gian dài để tải hết rất mất thời_gian,Positive,"lag, performance, update"
Thu Nguyen,4,"Chơi game lag, thoát ra vô lại ăn ngay con trừ uy tín 🥰",2025-07-10 05:24:00,1.58.1.2,0,0,Lien Quan Mobile,chơi game lag thoát ra vô lại ăn ngay con trừ uy tín 🥰,chơi game lag thoát ra vô lại ăn ngay con trừ uy_tín 🥰,Positive,"lag, matchmaking, performance"
Anh Ha,1,geme cập nhập lại như c,2025-07-10 05:23:18,1.59.1.5,2,1,Lien Quan Mobile,geme cập nhập lại như c,geme cập_nhập lại như c,Negative,other
Xuân Nguyễn,5,ko có lời j nói nx,2025-07-10 05:23:13,1.59.1.5,0,0,Lien Quan Mobile,ko có lời j nói nx,ko có lời j nói nx,Positive,none
Khánh Nguyễn,5,game ok nha,2025-07-10 05:23:01,1.58.1.2,0,0,Lien Quan Mobile,game ok nha,game ok nha,Positive,none
Mai Tất Đạt Lai Châu.,1,"cách cập nhật bị lỗi không tải được,mất rất nhiều dung lượng",2025-07-10 05:22:30,1.58.1.2,0,1,Lien Quan Mobile,cách cập nhật bị lỗi không tải đượcmất rất nhiều dung lượng,cách cập_nhật bị lỗi không tải đượcmất rất nhiều dung_lượng,Negative,"bug, update"
34.Thống - 12a10 Lê,2,Cập nhật lag thêm,2025-07-10 05:22:28,1.59.1.5,1,1,Lien Quan Mobile,cập nhật lag thêm,cập_nhật lag thêm,Negative,"lag, performance, update"
Lan Ho,5,hay lắm,2025-07-10 05:22:12,1.59.1.5,0,0,Lien Quan Mobile,hay lắm,hay lắm,Positive,none
Tấn Lộc Võ,5,rất hay,2025-07-10 05:21:16,1.59.1.5,0,0,Lien Quan Mobile,rất hay,rất hay,Positive,none
Khang Phạm,1,team có ng afk mà vẫn bị trừ sao,2025-07-10 05:20:28,1.59.1.5,0,1,Lien Quan Mobile,team có ng afk mà vẫn bị trừ sao,team có ng afk mà vẫn bị trừ sao,Negative,toxic
Phạm Trần Duy Phú,1,Lần nào cập nhật phiên bản mới cũng lag.,2025-07-10 05:20:23,1.59.1.5,0,1,Lien Quan Mobile,lần nào cập nhật phiên bản mới cũng lag,lần nào cập_nhật phiên_bản mới cũng lag,Negative,"lag, performance, update"
Trần Huy,4,đang chơi game thì hết dữ liệu nên 4 sao nào có chế off thì xem xét ✋,2025-07-10 05:19:52,1.58.1.2,0,0,Lien Quan Mobile,đang chơi game thì hết dữ liệu nên sao nào có chế off thì xem xét ✋,đang chơi game thì hết dữ_liệu nên sao nào có chế_off thì xem_xét ✋,Positive,none
Hf Ru,2,ghép toàn gặp thằng ngu vãi ca đại,2025-07-10 05:19:29,1.59.1.5,0,1,Lien Quan Mobile,ghép toàn gặp thằng ngu vãi ca đại,ghép toàn gặp thằng ngu vãi ca đại,Negative,other
Phan Gai,2,game vô chs k lmj cũng báo cáo afk rất khó chịu và ghép trúng mấy thk phá game khó chịu vô cùng,2025-07-10 05:19:09,1.59.1.5,0,1,Lien Quan Mobile,game vô chs k lmj cũng báo cáo afk rất khó chịu và ghép trúng mấy thk phá game khó chịu vô cùng,game vô chs k lmj cũng báo_cáo afk rất khó_chịu và ghép trúng mấy thk phá game khó_chịu vô_cùng,Negative,toxic
Thi han nhi Đăng,5,liên quân đánh rất hay mãi đỉnh,2025-07-10 05:19:08,1.58.1.2,0,0,Lien Quan Mobile,liên quân đánh rất hay mãi đỉnh,liên_quân đánh rất hay mãi đỉnh,Positive,none
Cong Nguyen,1,game rác,2025-07-10 05:17:52,1.59.1.5,0,1,Lien Quan Mobile,game rác,game rác,Negative,trash
mo phan,5,Hay,2025-07-10 05:17:45,1.59.1.5,0,0,Lien Quan Mobile,hay,hay,Positive,none
Tuyết Nhi,4,"Game khá hay, lối chơi cũng khá dễ, nhưng mà game nặng 😭 Máy yếu hoặc ít dung lượng là coi như không chơi nổi",2025-07-10 05:17:26,1.58.1.2,0,0,Lien Quan Mobile,game khá hay lối chơi cũng khá dễ nhưng mà game nặng 😭 máy yếu hoặc ít dung lượng là coi như không chơi nổi,game khá hay lối chơi cũng khá dễ nhưng_mà game nặng 😭 máy_yếu hoặc ít dung_lượng là coi như không chơi nổi,Positive,"performance, update"
Hang Le,5,game rất jay,2025-07-10 05:16:40,1.59.1.5,0,0,Lien Quan Mobile,game rất jay,game rất jay,Positive,none
Thắng Nguyễn,1,Nặng máy,2025-07-10 05:13:55,1.58.1.2,0,1,Lien Quan Mobile,nặng máy,nặng máy,Negative,"performance, update"
fake đạt,5,game hay vãiiii đồ họa còn đẹp nữa xứng đáng 5 sao!!!,2025-07-10 05:13:37,1.59.1.5,0,0,Lien Quan Mobile,game hay vãiiii đồ họa còn đẹp nữa xứng đáng sao,game hay vãiiii đồ họa còn đẹp nữa xứng_đáng sao,Positive,none
Anh Ngoc,3,"cập nhật tệ, lag, nên giữ lại tài nguyên cũ tài nguyên mới thì tải thêm thôi",2025-07-10 05:11:35,1.59.1.5,0,0,Lien Quan Mobile,cập nhật tệ lag nên giữ lại tài nguyên cũ tài nguyên mới thì tải thêm thôi,cập_nhật tệ lag nên giữ lại tài_nguyên cũ tài_nguyên mới thì tải thêm thôi,Neutral,"lag, performance, trash, update"
Nam Le,1,"Càng cập nhật thì càng rác , chọn tướng đánh rank bth cũng phải nghe theo game hiện có 1 đường , rồi gặp nhìu trường hợp chọn nhầm cũng do đó. Chỉnh lại cái chat đúng ngu để như xưa thì được rồi , lỡ muốn chat gì quan trọng thì không biết nó có đến teem được không. Cái cộng điểm chiến lực nữa, hiện cộng 100 mà ra xem thì cũng không biết cộng thêm bao nhiêu, chắc chắn không đủ 100 , để như xưa cho dễ hiểu đổi mới ncc. Đúng nể nhà làm game , hút máu là giỏi.",2025-07-10 05:11:19,1.59.1.5,181,1,Lien Quan Mobile,càng cập nhật thì càng rác chọn tướng đánh rank bth cũng phải nghe theo game hiện có đường rồi gặp nhìu trường hợp chọn nhầm cũng do đó chỉnh lại cái chat đúng ngu để như xưa thì được rồi lỡ muốn chat gì quan trọng thì không biết nó có đến teem được không cái cộng điểm chiến lực nữa hiện cộng mà ra xem thì cũng không biết cộng thêm bao nhiêu chắc chắn không đủ để như xưa cho dễ hiểu đổi mới ncc đúng nể nhà làm game hút máu là giỏi,càng cập_nhật thì càng rác chọn tướng đánh rank bth cũng phải nghe theo game hiện có đường rồi gặp nhìu trường_hợp chọn nhầm cũng do_đó chỉnh lại cái chat đúng ngu để như xưa thì được rồi lỡ muốn chat gì quan_trọng thì không biết nó có đến teem được không cái cộng điểm chiến_lực nữa hiện_cộng mà ra xem thì cũng không biết cộng thêm bao_nhiêu chắc_chắn không đủ để như xưa cho dễ hiểu đổi_mới ncc đúng nể nhà làm game hút máu là giỏi,Negative,"trash, update"
Cần Hoàng,4,tốt,2025-07-10 05:10:36,1.58.1.2,0,0,Lien Quan Mobile,tốt,tốt,Positive,none
Anh Thư Phan Ngọc,5,hayy,2025-07-10 05:07:22,1.59.1.5,0,0,Lien Quan Mobile,hayy,hayy,Positive,none
Thư Song,2,"Cập nhật xong giật lag không chơi được, hay khựng, đứng im",2025-07-10 05:06:51,1.59.1.5,0,1,Lien Quan Mobile,cập nhật xong giật lag không chơi được hay khựng đứng im,cập_nhật xong giật lag không chơi được hay khựng đứng im,Negative,"lag, performance, update"
Lâm Nguyễn,3,"mong games giảm lại cấu hình nhẹ để cho các máy yếu có thể chơi,nếu games cứ tiếp để cấu hình cao sẽ ảnh hưởng đến games trong các bản cập nhật tiếp theo của liên quân",2025-07-10 05:06:46,1.59.1.5,6,0,Lien Quan Mobile,mong games giảm lại cấu hình nhẹ để cho các máy yếu có thể chơinếu games cứ tiếp để cấu hình cao sẽ ảnh hưởng đến games trong các bản cập nhật tiếp theo của liên quân,mong games giảm lại cấu_hình nhẹ để cho các máy_yếu có_thể chơinếu_games cứ tiếp để cấu_hình cao sẽ ảnh_hưởng đến games trong các bản cập_nhật tiếp_theo của liên_quân,Neutral,update
Nhật Anh Lê Vũ,3,"đang chơi bản cũ sướng mà tự nhiên bắt cập nhật bản mới chơi lag, khó chơi hơn nói chung bản cũ thích hơn nhiều.",2025-07-10 05:06:40,1.59.1.5,0,0,Lien Quan Mobile,đang chơi bản cũ sướng mà tự nhiên bắt cập nhật bản mới chơi lag khó chơi hơn nói chung bản cũ thích hơn nhiều,đang chơi bản cũ_sướng mà tự_nhiên bắt_cập nhật_bản mới chơi lag khó chơi hơn nói_chung bản cũ_thích hơn nhiều,Neutral,"lag, performance, update"
Du Lương,1,lag vãi ra,2025-07-10 05:06:39,1.59.1.5,0,1,Lien Quan Mobile,lag vãi ra,lag vãi ra,Negative,"lag, performance"
Dũng Hà Mạnh,1,tệ hết sức tệ.cứ tình hình này thì game này sẽ đi vào dĩ váng sớm thôi,2025-07-10 05:06:37,1.59.1.5,0,1,Lien Quan Mobile,tệ hết sức tệcứ tình hình này thì game này sẽ đi vào dĩ váng sớm thôi,tệ hết_sức tệcứ tình_hình này thì game này sẽ đi vào dĩ váng sớm thôi,Negative,trash
Thị Hà Hồ,4,có nhiều lỗi,2025-07-10 05:05:47,1.58.1.2,0,0,Lien Quan Mobile,có nhiều lỗi,có nhiều lỗi,Positive,bug
Hiên Đoàn,5,Hay,2025-07-10 05:05:16,1.58.1.2,0,0,Lien Quan Mobile,hay,hay,Positive,none
Tran Huynh,1,game cập nhật lag muốn chết chỉnh đồ họa mức thấp nhất vẫn như không chỉnh xóa bớt dữ liệu trong game mà Vẫn còn rất lag v chs bời gì nữa,2025-07-10 05:04:39,1.59.1.5,0,1,Lien Quan Mobile,game cập nhật lag muốn chết chỉnh đồ họa mức thấp nhất vẫn như không chỉnh xóa bớt dữ liệu trong game mà vẫn còn rất lag v chs bời gì nữa,game cập_nhật lag muốn chết chỉnh_đồ họa mức thấp nhất vẫn như không chỉnh_xóa bớt dữ_liệu trong game mà vẫn còn rất lag v chs_bời gì nữa,Negative,"lag, performance, update"
Du Rơ ô,5,nó mạng lạy cảm giác vui vẻ khi chơi với bạn bè,2025-07-10 05:04:15,1.58.1.2,0,0,Lien Quan Mobile,nó mạng lạy cảm giác vui vẻ khi chơi với bạn bè,nó mạng lạy cảm_giác vui_vẻ khi chơi với bạn_bè,Positive,none
Bảy Dương,5,Game rất vui,2025-07-10 05:02:57,1.58.1.2,0,0,Lien Quan Mobile,game rất vui,game rất vui,Positive,none
Nè Tuyết,1,văng ra rồi lại trừ uy tín như Ionn,2025-07-10 05:02:51,1.59.1.5,0,1,Lien Quan Mobile,văng ra rồi lại trừ uy tín như ionn,văng ra rồi lại trừ uy_tín như ionn,Negative,matchmaking
Lực Mai phước,5,Rất hay,2025-07-10 05:00:31,1.59.1.5,0,0,Lien Quan Mobile,rất hay,rất hay,Positive,none
Thị Linh Trần,5,game hay,2025-07-10 05:00:18,1.59.1.5,0,0,Lien Quan Mobile,game hay,game hay,Positive,none
Lot Nguyen,2,"mới cập nhật mà kêu tải tài nguyên lại từ đầu, dung lượng máy túi còn 24GB vậy mà bảo dung lượng ko đủ cần . Không hiểu luôn , cứ vào là thiện mà tui bấm .Ok thì lại thoát ra , trả hiểu . Làm ơn có thể giải thích cho tui được ko",2025-07-10 04:59:38,1.59.1.5,9,1,Lien Quan Mobile,mới cập nhật mà kêu tải tài nguyên lại từ đầu dung lượng máy túi còn gb vậy mà bảo dung lượng ko đủ cần không hiểu luôn cứ vào là thiện mà tui bấm ok thì lại thoát ra trả hiểu làm ơn có thể giải thích cho tui được ko,mới cập_nhật mà kêu_tải tài_nguyên lại từ đầu dung_lượng máy túi còn gb vậy_mà bảo_dung lượng ko đủ cần không hiểu luôn cứ vào là thiện mà tui bấm ok thì lại thoát ra trả hiểu làm_ơn có_thể giải_thích cho tui được ko,Negative,update
05 Thành Đạt,1,cập nhật xong lag nổ máy,2025-07-10 04:59:23,1.59.1.5,0,1,Lien Quan Mobile,cập nhật xong lag nổ máy,cập_nhật xong lag nổ máy,Negative,"lag, performance, update"
NTT Anh,1,"eo ơi cập nhật xong bắt tải lại mớ tài nguyên ai rảnh đâu chờii, game lag chơi tranh lane xứng đáng 1s",2025-07-10 04:59:00,1.59.1.5,0,1,Lien Quan Mobile,eo ơi cập nhật xong bắt tải lại mớ tài nguyên ai rảnh đâu chờii game lag chơi tranh lane xứng đáng s,eo ơi cập_nhật xong bắt_tải lại mớ tài_nguyên ai rảnh đâu chờii game lag chơi tranh_lane xứng_đáng s,Negative,"lag, performance, update"
Như ý Lê,3,đang chơi game tự nhiên bị out ???? rồi trừ utin muốn chet :)))??,2025-07-10 04:57:50,1.59.1.5,0,0,Lien Quan Mobile,đang chơi game tự nhiên bị out rồi trừ utin muốn chet,đang chơi game tự_nhiên bị out rồi trừ utin muốn chet,Neutral,none
y nguyen,5,tôi đánh giá 5 sao vì trò chơi này rất thú vị và mang đến cho tôi tôi 1 cảm giác tuyệt vời khi chơi trò chơi này !,2025-07-10 04:56:45,1.59.1.5,1,0,Lien Quan Mobile,tôi đánh giá sao vì trò chơi này rất thú vị và mang đến cho tôi tôi cảm giác tuyệt vời khi chơi trò chơi này,tôi đánh_giá sao vì trò_chơi này rất thú_vị và mang đến cho tôi tôi cảm_giác tuyệt_vời khi chơi trò_chơi này,Positive,none
Binh Nguyen,2,Trả lại chơi rank phiên bản cũ đi,2025-07-10 04:56:35,1.59.1.5,1,1,Lien Quan Mobile,trả lại chơi rank phiên bản cũ đi,trả lại chơi rank phiên_bản cũ đi,Negative,other
Hưng Hoài,1,Chuẩn bj vô gaem cái nó hiện đang kết nối ko vô thua luôn,2025-07-10 04:55:47,1.59.1.5,0,1,Lien Quan Mobile,chuẩn bj vô gaem cái nó hiện đang kết nối ko vô thua luôn,chuẩn bj vô_gaem cái nó hiện đang kết_nối ko vô_thua luôn,Negative,other
Loi Phuc,2,đang chơi mà tự nhiên bị văng game .vào lại thì trừ mấy uy tín,2025-07-10 04:55:34,1.59.1.5,0,1,Lien Quan Mobile,đang chơi mà tự nhiên bị văng game vào lại thì trừ mấy uy tín,đang chơi mà tự_nhiên bị văng game vào lại thì trừ mấy uy_tín,Negative,other
